               date            open            high             low     close        MA5       MA10   prev_MA5  prev_MA10  golden_cross  dead_cross      slowk      slowd  stoch_position     prev_k     prev_d  stochastic_golden_cross  stochastic_dead_cross        MACD  signal_macd          MA20         std         upper         lower   band_width         rsi        pdi        mdi        ADX    buy   sell  position_long  position_short
11    1683549900000  27834.04000000  27834.53000000  27763.51000000  27834.53  27830.208  27837.600  27832.316  27839.333         False       False        NaN        NaN               0        NaN        NaN                    False                  False   -3.646483    -2.240847           NaN         NaN           NaN           NaN          NaN   46.022464        NaN        NaN        NaN  False  False          False           False
12    1683550080000  27834.53000000  27860.00000000  27814.47000000  27824.81  27829.064  27837.272  27830.208  27837.600         False       False        NaN        NaN               0        NaN        NaN                    False                  False   -4.446350    -2.681948           NaN         NaN           NaN           NaN          NaN   22.839927        NaN        NaN        NaN  False  False          False           False
13    1683550260000  27824.81000000  27826.72000000  27791.15000000  27797.08  27825.248  27833.369  27829.064  27837.272         False       False        NaN        NaN               0        NaN        NaN                    False                  False   -7.234436    -3.592445  27835.506429   17.498029  27870.502486  27800.510371    69.992115   22.785528        NaN        NaN        NaN  False  False          False           False
14    1683550440000  27797.07000000  27805.17000000  27783.60000000  27783.84  27814.862  27827.443  27825.248  27833.369         False       False        NaN        NaN               0        NaN        NaN                    False                  False  -10.392572    -4.952470  27830.970714   21.876791  27874.724296  27787.217133    87.507163   23.126511  13.631084  39.200817        NaN  False  False          False           False
15    1683550620000  27783.84000000  27783.84000000  27747.41000000  27766.81  27801.414  27816.865  27814.862  27827.443         False       False        NaN        NaN               0        NaN        NaN                    False                  False  -14.106979    -6.783372  27824.895714   26.869024  27878.633763  27771.157666   107.476096   22.439406  12.471319  44.317706        NaN  False  False          False           False
16    1683550800000  27766.82000000  27779.46000000  27734.93000000  27769.97  27788.502  27809.355  27801.414  27816.865         False       False        NaN        NaN               0        NaN        NaN                    False                  False  -16.604285    -8.747555  27820.744286   30.572269  27881.888825  27759.599747   122.289078    4.980843  11.215215  42.676820        NaN  False  False          False           False
17    1683550980000  27769.98000000  27770.00000000  27732.23000000  27764.83  27776.506  27802.785  27788.502  27809.355         False       False  21.122577  20.674135               0        NaN        NaN                    False                  False  -18.781669   -10.754378  27815.652857   33.601754  27882.856366  27748.449348   134.407018    4.758170  10.270334  39.683566        NaN  False  False          False           False
18    1683551160000  27764.83000000  27794.33000000  27740.94000000  27794.31  27775.952  27800.600  27776.506  27802.785         False       False  30.590642  23.767878               0  21.122577  20.674135                    False                  False  -17.921880   -12.187878  27812.167857   33.061890  27878.291637  27746.044077   132.247560   30.938389  14.283019  35.172584        NaN  False  False          False           False
19    1683551340000  27794.31000000  27808.34000000  27757.93000000  27798.68  27778.920  27796.891  27775.952  27800.600         False       False  37.991000  29.901406               0  30.590642  23.767878                    False                  False  -16.695414   -13.089385  27806.888571   28.217625  27863.323821  27750.453322   112.870498   36.954568  15.682688  31.528374        NaN  False  False          False           False
20    1683551520000  27798.67000000  27860.47000000  27798.67000000  27852.88  27796.134  27798.774  27778.920  27796.891         False       False  61.703735  43.428459               0  37.991000  29.901406                    False                  False  -11.220600   -12.715628  27807.446429   29.094117  27865.634663  27749.258194   116.376469   72.034434  23.945781  27.734553        NaN  False  False          False           False
21    1683551700000  27852.89000000  27899.99000000  27846.08000000  27897.02  27821.544  27805.023  27796.134  27798.774          True       False  79.883400  59.859378               0  61.703735  43.428459                    False                  False   -3.282206   -10.828944  27812.195714   37.394850  27886.985415  27737.406013   149.579402   85.925597  28.959018  24.917790        NaN  False  False          False           False
22    1683551880000  27897.03000000  27971.79000000  27897.02000000  27946.19  27857.816  27817.161  27821.544  27805.023         False       False  93.874922  78.487352              -1  79.883400  59.859378                    False                  False    6.897131    -7.283729  27821.483571   51.820642  27925.124855  27717.842288   207.282567   97.289887  37.792966  21.635751        NaN  False  False          False           False
23    1683552060000  27946.18000000  27946.19000000  27914.31000000  27931.29  27885.212  27830.582  27857.816  27817.161         False       False  90.212454  87.990258              -1  93.874922  78.487352                    False                  False   13.605191    -3.105945  27828.306429   59.557055  27947.420538  27709.192319   238.228220   90.049652  35.637612  20.401852        NaN  False  False          False           False
24    1683552240000  27931.28000000  27949.97000000  27915.27000000  27922.06  27909.888  27844.404  27885.212  27830.582         False       False  83.882952  89.323443              -1  90.212454  87.990258                    False                   True   17.969453     1.109135  27834.592857   64.638064  27963.868985  27705.316729   258.552256   88.257336  34.087104  19.123444        NaN  False  False          False           False
25    1683552420000  27922.06000000  27938.24000000  27912.00000000  27929.38  27925.188  27860.661  27909.888  27844.404         False       False  81.543942  85.213116              -1  83.882952  89.323443                    False                  False   21.767897     5.240887  27841.367857   69.424569  27980.216996  27702.518718   277.698278   86.837943  32.432119  18.800014        NaN  False  False          False           False
26    1683552600000  27929.39000000  27936.34000000  27866.84000000  27886.36  27923.056  27872.300  27925.188  27860.661         False       False  75.292202  80.239699               0  81.543942  85.213116                    False                  False   21.064025     8.405515  27845.764286   70.239454  27986.243193  27705.285378   280.957815   69.749527  28.487028  24.417223        NaN  False  False          False           False
27    1683552780000  27886.36000000  27908.70000000  27871.92000000  27881.22  27910.062  27883.939  27923.056  27872.300         False       False  69.609562  75.481902               0  75.292202  80.239699                    False                  False   19.862483    10.696908  27851.774286   69.347407  27990.469100  27713.079471   277.389629   58.194541  26.640183  22.834228  31.204410  False  False          False           False
28    1683552960000  27881.23000000  27921.24000000  27881.22000000  27893.63  27902.530  27893.871  27910.062  27883.939         False       False  64.635164  69.845643               0  69.609562  75.481902                    False                  False   19.684723    12.494471  27859.616429   67.250200  27994.116829  27725.116028   269.000801   48.799490  26.971612  21.222023  29.827680  False  False          False           False
29    1683553140000  27893.63000000  27925.92000000  27889.80000000  27897.86  27897.690  27903.789  27902.530  27893.871         False        True  66.235320  66.826682               0  64.635164  69.845643                    False                  False   19.658560    13.927289  27868.977143   62.275121  27993.527384  27744.426902   249.100483   24.893506  26.071596  19.859167  28.663248  False  False          False           False
30    1683553320000  27897.87000000  27908.14000000  27880.00000000  27890.39  27889.892  27907.540  27897.690  27903.789         False       False  67.511271  66.127252               0  66.235320  66.826682                     True                  False   18.818136    14.905459  27877.578571   55.495523  27988.569618  27766.587525   221.982094   26.975906  24.738686  20.624339  27.263718  False  False          False           False
31    1683553500000  27890.39000000  27890.39000000  27859.64000000  27860.02  27884.624  27903.840  27889.892  27907.540         False       False  62.247858  65.331483               0  67.511271  66.127252                    False                   True   15.522555    15.028878  27884.377857   45.561142  27975.500141  27793.255573   182.244568   21.789742  23.334765  23.211405  25.335240  False  False          False           False
32    1683553680000  27860.03000000  27873.18000000  27850.00000000  27850.00  27878.380  27894.221  27884.624  27903.840         False       False  53.551949  61.103692               0  62.247858  65.331483                    False                  False   11.964335    14.415969  27888.355714   39.059837  27966.475388  27810.236041   156.239347   14.770105  22.307076  24.020711  23.789790  False   True          False            True
