               date            open            high             low     close        MA5       MA10   prev_MA5  prev_MA10  golden_cross  dead_cross      slowk      slowd  stoch_position     prev_k     prev_d  stochastic_golden_cross  stochastic_dead_cross        MACD  signal_macd          MA20         std         upper         lower   band_width         rsi        pdi        mdi        ADX    buy   sell  position_long  position_short
187   1683581580000  27501.15000000  27513.73000000  27450.00000000  27513.73  27495.414  27469.176  27482.296  27464.842         False       False  62.216573  56.003218               0  54.697892  48.660007                    False                  False    6.804069     5.454229  27480.873571   35.013853  27550.901277  27410.845865   140.055412   93.355055  23.129809  29.683814  13.041959  False  False          False           False
188   1683581760000  27513.72000000  27513.73000000  27467.46000000  27478.48  27493.686  27473.151  27495.414  27469.176         False       False  59.099196  58.671220               0  62.216573  56.003218                    False                  False    5.756346     5.514653  27476.554286   30.771214  27538.096714  27415.011857   123.084857   61.919448  21.114564  27.097535  12.996797  False  False          False           False
189   1683581940000  27478.48000000  27496.39000000  27454.89000000  27496.38  27496.072  27477.818  27493.686  27473.151         False       False  59.507683  60.274484               0  59.099196  58.671220                    False                   True    6.297802     5.671282  27473.802143   26.589339  27526.980822  27420.623464   106.357358   69.439072  19.475564  27.345282  13.269036  False  False          False           False
190   1683582120000  27496.38000000  27583.98000000  27496.38000000  27579.92  27513.932  27493.219  27496.072  27477.818         False       False  68.216542  62.274474               0  59.507683  60.274484                     True                  False   13.314408     7.199908  27479.780714   38.679095  27557.138905  27402.422523   154.716382   77.514231  31.551697  23.243768  13.404227  False  False          False           False
191   1683582300000  27579.91000000  27581.60000000  27546.21000000  27565.01  27526.704  27504.500  27513.932  27493.219         False       False  82.926328  70.216851              -1  68.216542  62.274474                    False                  False   17.470617     9.254050  27486.539286   44.708708  27575.956701  27397.121870   178.834831   72.268908  29.618876  21.819882  13.529762  False  False          False           False
192   1683582480000  27565.00000000  27656.53000000  27561.23000000  27576.34  27539.226  27517.320  27526.704  27504.500         False       False  83.849557  78.330809              -1  82.926328  70.216851                    False                  False   21.431628    11.689565  27496.368571   48.366488  27593.101548  27399.635595   193.465954   73.038056  37.011580  18.528321  14.940439  False  False          False           False
193   1683582660000  27576.33000000  27576.43000000  27539.95000000  27548.46  27553.222  27523.454  27539.226  27517.320         False       False  69.060746  78.612210               0  83.849557  78.330809                    False                   True   22.066704    13.764993  27503.422143   48.239051  27599.900244  27406.944042   192.956202   61.630365  34.844710  20.858735  15.666687  False  False          False           False
194   1683582840000  27548.47000000  27558.88000000  27535.14000000  27535.14  27560.974  27528.523  27553.222  27523.454         False       False  55.397539  69.435947               0  69.060746  78.612210                    False                  False   21.250234    15.262041  27511.224286   43.320576  27597.865438  27424.583133   173.282305   55.244207  33.471366  20.835183  16.209656  False  False          False           False
195   1683583020000  27535.15000000  27541.41000000  27525.59000000  27541.41  27553.272  27533.602  27560.974  27528.523         False       False  49.165234  57.874506               0  55.397539  69.435947                    False                  False   20.868552    16.383343  27517.596429   40.435697  27598.467822  27436.725035   161.742787   67.964602  32.550677  21.922565  16.445445  False  False          False           False
196   1683583200000  27541.41000000  27553.07000000  27528.35000000  27553.07  27550.884  27538.794  27553.272  27533.602         False       False  48.904005  51.155592               0  49.165234  57.874506                    False                  False   21.261838    17.359042  27525.091429   36.059055  27597.209538  27452.973319   144.236220   66.781126  33.197360  20.952711  16.885944  False  False          False           False
197   1683583380000  27553.06000000  27585.00000000  27540.00000000  27584.95  27552.606  27545.916  27550.884  27538.794         False       False  54.895900  50.988380               0  48.904005  51.155592                     True                  False   23.870802    18.661394  27532.079286   37.581622  27607.242529  27456.916042   150.326487   52.144989  36.210739  19.280532  17.859068  False  False          False           False
198   1683583560000  27584.95000000  27584.95000000  27565.49000000  27582.53  27559.420  27556.321  27552.606  27545.916         False       False  60.623053  54.807653               0  54.895900  50.988380                    False                  False   25.449782    20.019072  27539.085000   37.159245  27613.403490  27464.766510   148.636979   58.361970  34.913123  18.589612  18.762683  False  False          False           False
199   1683583740000  27582.53000000  27610.20000000  27582.52000000  27585.65  27569.522  27565.248  27559.420  27556.321         False       False  65.063994  60.194316               0  60.623053  54.807653                    False                  False   26.645737    21.344405  27545.872857   36.294645  27618.462147  27473.283568   145.178579   54.821336  37.843195  17.622273  20.026547   True  False          False           False
200   1683583920000  27585.65000000  27585.65000000  27576.48000000  27584.32  27578.104  27565.688  27569.522  27565.248         False       False  64.962314  63.549787               0  65.063994  60.194316                    False                  False   27.172987    22.510121  27551.813571   35.201481  27622.216534  27481.410609   140.805925   75.614286  37.153439  18.501613  20.989884   True  False          False           False
201   1683584100000  27584.32000000  27608.62000000  27573.63000000  27608.34  27589.158  27570.021  27578.104  27565.688         False       False  68.939353  66.321887               0  64.962314  63.549787                    False                  False   29.192536    23.846604  27558.571429   36.389341  27631.350110  27485.792747   145.557363   95.353160  39.138855  17.212445  22.269907   True  False          False           False
202   1683584280000  27608.35000000  27640.19000000  27608.34000000  27631.04  27598.376  27575.491  27589.158  27570.021         False       False  76.165396  70.022354               0  68.939353  66.321887                    False                  False   32.252951    25.527874  27569.468571   33.269277  27636.007126  27502.930017   133.077108   96.139195  42.973949  16.111926  23.926534   True  False          False           False
203   1683584460000  27631.04000000  27634.25000000  27616.78000000  27616.97  27605.264  27582.342  27598.376  27575.491         False       False  79.585930  74.896893               0  76.165396  70.022354                    False                  False   33.160765    27.054452  27578.082143   28.099710  27634.281563  27521.882723   112.398841   82.097649  41.409980  15.525558  25.464830   True  False          False           False
204   1683584640000  27616.97000000  27619.47000000  27606.07000000  27606.07  27609.348  27589.435  27605.264  27582.342         False       False  74.706694  76.819340               0  79.585930  74.896893                    False                   True   32.624599    28.168481  27579.950000   29.083191  27638.116383  27521.783617   116.332765   63.441955  40.201440  17.405051  26.472528  False  False          False           False
205   1683584820000  27606.08000000  27606.08000000  27575.98000000  27596.78  27611.840  27594.972  27609.348  27589.435         False       False  63.709946  72.667523               0  74.706694  76.819340                    False                  False   31.091652    28.753115  27582.219286   29.067251  27640.353788  27524.084783   116.269005   58.340162  37.550397  22.849501  26.320153  False  False          False           False
206   1683585000000  27596.79000000  27620.00000000  27595.84000000  27610.71  27612.314  27600.736  27611.840  27594.972         False       False  63.369140  67.261927               0  63.709946  72.667523                    False                  False   30.647530    29.131998  27584.674286   29.969912  27644.614109  27524.734463   119.879646   63.019534  38.632490  21.617273  26.457366  False  False          False           False
207   1683585180000  27610.72000000  27613.39000000  27609.34000000  27610.54  27608.214  27603.295  27612.314  27600.736         False       False  67.590518  64.889868               0  63.369140  67.261927                     True                  False   29.936751    29.292949  27589.108571   28.768069  27646.644708  27531.572434   115.072274   63.788389  38.260010  21.408847  26.584778   True  False          False           False
208   1683585360000  27610.53000000  27618.61000000  27609.33000000  27618.60  27608.540  27606.902  27608.214  27603.295         False       False  76.521233  69.160297               0  67.590518  64.889868                    False                  False   29.681675    29.370694  27595.070000   25.143312  27645.356624  27544.783376   100.573248   56.483822  38.678078  20.911329  26.815528   True  False          False           False
209   1683585540000  27618.60000000  27644.09000000  27618.60000000  27638.49  27615.024  27612.186  27608.540  27606.902         False       False  83.483176  75.864976              -1  76.521233  69.160297                    False                  False   30.730244    29.642604  27602.004286   22.448471  27646.901228  27557.107343    89.793885   54.881405  42.619811  19.566302  27.548119   True  False          False           False
210   1683585720000  27638.48000000  27639.48000000  27626.39000000  27627.97  27621.262  27616.551  27615.024  27612.186         False       False  86.945176  82.316528              -1  83.483176  75.864976                    False                  False   30.362368    29.786557  27607.354286   18.460101  27644.274487  27570.434084    73.840403   57.559098  41.155830  18.894204  28.228381   True  False          False           False
211   1683585900000  27627.97000000  27642.69000000  27620.20000000  27623.04  27623.728  27618.021  27621.262  27616.551         False       False  84.297933  84.908762              -1  86.945176  82.316528                    False                   True   29.334859    29.696217  27610.075000   17.695147  27645.465293  27574.684707    70.780586   62.703998  38.696431  19.409866  28.582916  False  False          False           False
212   1683586080000  27623.03000000  27630.69000000  27604.51000000  27608.92  27623.404  27615.809  27623.728  27618.021         False       False  69.272462  80.171857               0  84.297933  84.908762                    False                  False   27.069149    29.170804  27611.960000   15.843947  27643.647894  27580.272106    63.375789   58.475286  35.999562  22.233921  28.229758  False  False          False           False
213   1683586260000  27608.93000000  27630.00000000  27600.00000000  27625.76  27624.836  27616.688  27623.404  27615.809         False       False  65.763075  73.111157               0  69.272462  80.171857                    False                  False   26.328902    28.602423  27614.825000   14.268597  27643.362195  27586.287805    57.074390   60.096605  33.148606  21.663677  27.710004  False  False          False           False
214   1683586440000  27625.76000000  27634.37000000  27619.90000000  27634.37  27624.012  27619.518  27624.836  27616.688         False       False  70.091778  68.375772               0  65.763075  73.111157                     True                  False   26.135729    28.109084  27618.400000   12.150437  27642.700874  27594.099126    48.601749   64.360612  33.032120  20.807724  27.352512  False  False          False           False
215   1683586620000  27634.37000000  27660.88000000  27629.23000000  27653.09  27629.036  27625.149  27624.012  27619.518         False       False  83.671559  73.175471              -1  70.091778  68.375772                    False                  False   27.179873    27.923242  27621.596429   14.879989  27651.356406  27591.836451    59.519956   68.418242  37.351340  19.036048  27.718846  False  False          False           False
216   1683586800000  27653.09000000  27660.88000000  27620.54000000  27623.19  27629.066  27626.397  27629.036  27625.149         False       False  77.545345  77.102894               0  83.671559  73.175471                    False                  False   25.303007    27.399195  27621.035714   14.642771  27650.321257  27591.750172    58.571085   42.618680  33.442843  19.298263  27.654563  False  False          False           False
217   1683586980000  27623.19000000  27626.80000000  27606.00000000  27610.63  27629.408  27626.406  27629.066  27626.397         False       False  62.414605  74.543837               0  77.545345  77.102894                    False                   True   22.542237    26.427803  27620.582857   14.874391  27650.331639  27590.834076    59.497563   41.795988  31.606347  22.077242  26.947130  False  False          False           False
218   1683587160000  27610.64000000  27613.63000000  27601.16000000  27601.16  27624.488  27624.662  27629.408  27626.406         False        True  42.025913  60.661954               0  62.414605  74.543837                    False                  False   19.366908    25.015624  27620.232143   15.294845  27650.821834  27589.642452    61.179382   40.074397  30.524122  22.650292  26.080017  False   True          False            True
219   1683587340000  27601.16000000  27605.00000000  27601.08000000  27601.08  27617.830  27620.921  27624.488  27624.662         False       False  26.175908  43.538809               0  42.025913  60.661954                    False                  False   16.652027    23.342905  27620.539286   14.823580  27650.186445  27590.892126    59.294319   45.924309  30.174349  22.414131  25.271195  False   True          False           False
220   1683587520000  27601.08000000  27614.42000000  27600.10000000  27614.41  27610.094  27619.565  27617.830  27620.921         False       False  20.461505  29.554442               0  26.175908  43.538809                    False                  False   15.398579    21.754040  27620.803571   14.667012  27650.137595  27591.469547    58.668048   43.876120  31.710307  21.447286  24.845165  False   True          False           False
221   1683587700000  27614.41000000  27615.99000000  27584.47000000  27615.98  27608.652  27618.859  27610.094  27619.565         False       False  24.321384  23.652932               0  20.461505  29.554442                     True                  False   14.366292    20.276490  27621.192143   14.444558  27650.081258  27592.303027    57.778231   39.261941  28.768712  24.057709  23.707503  False  False          False           False
222   1683587880000  27615.98000000  27639.11000000  27609.03000000  27637.75  27614.076  27621.742  27608.652  27618.859         False       False  44.878888  29.887259               0  24.321384  23.652932                    False                  False   15.130440    19.247280  27622.560000   15.073250  27652.706500  27592.413500    60.292999   41.350925  32.954652  21.963763  23.443618  False  False          False           False
223   1683588060000  27637.74000000  27686.32000000  27637.74000000  27664.70  27626.784  27625.636  27614.076  27621.742          True       False  63.246619  44.148964               0  44.878888  29.887259                    False                  False   17.706563    18.939137  27624.432143   18.452815  27661.337773  27587.526513    73.811261   74.209728  41.398917  19.075992  24.405696  False  False          False           False
224   1683588240000  27664.71000000  27683.67000000  27651.66000000  27651.66  27636.900  27627.365  27626.784  27625.636         False       False  71.490454  59.871987               0  63.246619  44.148964                    False                  False   18.482880    18.847886  27626.124286   19.836516  27665.797318  27586.451253    79.346065   73.796543  37.866113  17.448130  25.299054  False  False          False           False
225   1683588420000  27651.67000000  27671.11000000  27651.34000000  27664.36  27646.890  27628.492  27636.900  27627.365         False       False  74.393716  69.710263               0  71.490454  59.871987                    False                  False   19.893581    19.057025  27629.075714   22.267327  27673.610368  27584.541061    89.069307   85.330948  35.832300  16.597916  26.112385   True  False           True           False
226   1683588600000  27664.35000000  27671.27000000  27648.35000000  27659.58  27655.610  27632.131  27646.890  27628.492         False       False  72.718049  72.867406               0  74.393716  69.710263                    False                   True   20.390812    19.323782  27632.694286   22.848635  27678.391556  27586.997015    91.394541   81.070746  33.580451  16.374660  26.707393  False  False          False           False
227   1683588780000  27659.59000000  27659.59000000  27648.58000000  27648.58  27657.776  27635.926  27655.610  27632.131         False       False  71.710031  72.940599               0  72.718049  72.867406                    False                  False   19.670514    19.393128  27634.324286   23.128166  27680.580617  27588.067954    92.512664   68.609084  32.523112  15.859075  27.259901  False  False          False           False
228   1683588960000  27648.59000000  27648.87000000  27637.75000000  27644.98  27653.832  27640.308  27657.776  27635.926         False       False  65.367370  69.931817               0  71.710031  72.940599                    False                  False   18.594833    19.233469  27635.082143   23.302951  27681.688046  27588.476240    93.211805   65.451833  31.446157  18.558920  27.153612  False  False          False           False
229   1683589140000  27644.98000000  27649.00000000  27642.11000000  27642.12  27651.924  27644.412  27653.832  27640.308         False       False  59.653085  65.576829               0  65.367370  69.931817                    False                  False   17.312008    18.849177  27634.298571   22.830497  27679.959566  27588.637577    91.321988   52.916055  30.807147  18.157716  27.059332  False  False          False           False
230   1683589320000  27642.11000000  27647.59000000  27635.49000000  27639.09  27646.870  27646.880  27651.924  27644.412         False        True  56.547210  60.522555               0  59.653085  65.576829                    False                  False   15.867949    18.252931  27635.434286   22.629984  27680.694254  27590.174318    90.519936   24.897079  29.597071  19.593484  26.579123  False   True          False            True
231   1683589500000  27639.10000000  27647.58000000  27639.08000000  27646.44  27644.242  27649.926  27646.870  27646.880         False       False  57.025037  57.741777               0  56.547210  60.522555                    False                  False   15.142056    17.630756  27637.992143   21.611583  27681.215308  27594.768977    86.446331   44.240953  28.742967  19.028061  26.133214  False   True          False           False
